customer_id,company_size,vertical,onboard_channel,region,account_manager,credit_limit_gbp,payment_terms_days,years_in_business,is_vip
15399,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,6,0
15400,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,6,0
15402,Small,Other,Cold Outreach,UK,Self-Serve,750,30,7,0
15405,Small,Market Trader,Referral,UK,Self-Serve,750,30,10,0
15406,Small,Online Retailer,Trade Show,UK,Self-Serve,750,30,6,0
15407,Medium,Gift Shop,Online Enquiry,UK,Mohammed Al-Rashid,1500,30,10,0
15408,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,2,0
15410,Medium,Online Retailer,Direct Sales,UK,Priya Kapoor,1000,30,12,0
15411,Medium,Gift Shop,Trade Show,UK,Oliver Walsh,500,90,13,0
15412,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,4,0
15414,Small,Florist,Cold Outreach,UK,Self-Serve,750,90,7,0
15415,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,4,0
15416,Large,Market Trader,Trade Show,UK,Priya Kapoor,10750,90,23,1
15417,Small,Market Trader,Online Enquiry,UK,Self-Serve,750,30,8,0
15419,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,8,0
15421,Medium,Online Retailer,Online Enquiry,UK,James Thornton,3500,60,11,0
15422,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,750,60,2,0
15423,Small,Homeware Retail,Direct Sales,UK,Self-Serve,250,30,3,0
15424,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,7,0
15426,Medium,Market Trader,Cold Outreach,UK,Sarah Bennett,2500,30,22,0
15427,Medium,Online Retailer,Online Enquiry,UK,James Thornton,1500,90,8,0
15428,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,6,0
15429,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,750,30,3,0
15432,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,2,0
15433,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,30,3,0
15434,Medium,Online Retailer,Online Enquiry,UK,Priya Kapoor,750,60,1,0
15435,Small,Department Store,Direct Sales,UK,Self-Serve,250,30,9,0
15436,Medium,Gift Shop,Trade Show,UK,Emily Hartley,2000,90,1,0
15437,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,4,0
15438,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,1,0
15440,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,2,0
15442,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,9,0
15443,Medium,Online Retailer,Referral,UK,Mohammed Al-Rashid,3000,30,11,0
15444,Medium,Other,Trade Show,UK,Sarah Bennett,1000,30,5,0
15445,Small,Online Retailer,Trade Show,UK,Self-Serve,250,30,3,0
15447,Small,Department Store,Direct Sales,UK,Self-Serve,500,30,3,0
15448,Small,Online Retailer,Referral,UK,Self-Serve,500,30,5,0
15449,Medium,Online Retailer,Trade Show,UK,Mohammed Al-Rashid,3000,30,11,0
15450,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,11,0
15452,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,1,0
15453,Medium,Homeware Retail,Online Enquiry,UK,Oliver Walsh,2250,60,10,0
15454,Small,Homeware Retail,Direct Sales,UK,Self-Serve,500,30,4,0
15456,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,8,0
15457,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,60,6,0
15458,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,7,0
15460,Small,Other,Cold Outreach,UK,Self-Serve,750,30,6,0
15462,Small,Homeware Retail,Direct Sales,UK,Self-Serve,500,30,2,0
15463,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,9,0
15464,Medium,Gift Shop,Online Enquiry,UK,Priya Kapoor,3000,60,14,0
15465,Large,Online Retailer,Direct Sales,UK,Oliver Walsh,10000,60,25,1
15466,Small,Homeware Retail,Referral,UK,Self-Serve,250,30,9,0
15467,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,6,0
15468,Small,Online Retailer,Direct Sales,UK,Self-Serve,500,30,9,0
15469,Small,Gift Shop,Referral,UK,Self-Serve,500,30,6,0
15471,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,4,0
15472,Small,Gift Shop,Referral,UK,Self-Serve,500,30,5,0
15473,Medium,Gift Shop,Direct Sales,UK,Mohammed Al-Rashid,1250,90,10,0
15475,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,60,3,0
15478,Medium,Homeware Retail,Online Enquiry,UK,Emily Hartley,2750,60,18,0
15480,Small,Market Trader,Trade Show,Western Europe,Self-Serve,500,60,6,0
15482,Large,Online Retailer,Direct Sales,UK,Priya Kapoor,16000,60,19,1
15483,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,60,6,0
15484,Medium,Homeware Retail,Referral,UK,Emily Hartley,2000,30,25,0
15485,Medium,Florist,Direct Sales,UK,Mohammed Al-Rashid,750,30,4,0
15488,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,2,0
15489,Medium,Gift Shop,Direct Sales,UK,Oliver Walsh,1750,30,3,0
15491,Medium,Online Retailer,Direct Sales,UK,Mohammed Al-Rashid,2750,90,9,0
15492,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,6,0
15493,Medium,Homeware Retail,Referral,UK,James Thornton,2500,60,8,0
15494,Medium,Online Retailer,Online Enquiry,UK,Priya Kapoor,1750,30,7,0
15497,Medium,Market Trader,Referral,UK,Mohammed Al-Rashid,1750,60,11,0
15498,Large,Homeware Retail,Trade Show,UK,Sarah Bennett,10500,30,14,1
15500,Medium,Department Store,Referral,UK,Priya Kapoor,1500,60,12,0
15502,Large,Other,Trade Show,UK,Emily Hartley,10000,30,27,1
15503,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,7,0
15504,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,8,0
15505,Medium,Homeware Retail,Direct Sales,UK,James Thornton,1500,30,15,0
15506,Medium,Homeware Retail,Direct Sales,UK,Priya Kapoor,1500,30,11,0
15507,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,5,0
15508,Medium,Florist,Trade Show,UK,Emily Hartley,2500,60,6,0
15510,Small,Department Store,Online Enquiry,UK,Self-Serve,500,30,4,0
15511,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,3,0
15512,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,7,0
15513,Large,Market Trader,Trade Show,UK,Oliver Walsh,10000,60,21,1
15514,Large,Other,Online Enquiry,UK,Emily Hartley,10000,60,24,1
15516,Small,Market Trader,Cold Outreach,UK,Self-Serve,500,60,2,0
15517,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,9,0
15518,Medium,Online Retailer,Direct Sales,UK,Priya Kapoor,3000,30,8,0
15520,Small,Gift Shop,Referral,UK,Self-Serve,500,30,2,0
15521,Medium,Gift Shop,Trade Show,UK,Mohammed Al-Rashid,1500,30,8,0
15522,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,12,0
15523,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,4,0
15524,Small,Department Store,Cold Outreach,UK,Self-Serve,500,30,4,0
15525,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,4,0
15526,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,5,0
15527,Medium,Homeware Retail,Trade Show,UK,Mohammed Al-Rashid,750,30,6,0
15528,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,5,0
15529,Large,Gift Shop,Direct Sales,UK,James Thornton,10750,90,27,1
15530,Medium,Homeware Retail,Direct Sales,UK,Priya Kapoor,2250,60,12,0
15531,Medium,Department Store,Online Enquiry,UK,Oliver Walsh,1000,90,4,0
15532,Medium,Gift Shop,Online Enquiry,UK,Emily Hartley,2000,30,8,0
15533,Small,Gift Shop,Referral,UK,Self-Serve,500,30,3,0
15535,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,5,0
15537,Small,Other,Cold Outreach,UK,Self-Serve,500,30,9,0
15539,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,5,0
15540,Small,Online Retailer,Referral,UK,Self-Serve,750,30,5,0
15541,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,10,0
15543,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,8,0
15544,Medium,Gift Shop,Direct Sales,UK,Emily Hartley,1500,30,13,0
15545,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,11,0
15547,Large,Florist,Trade Show,UK,James Thornton,10000,90,22,1
15549,Medium,Online Retailer,Referral,UK,Oliver Walsh,1750,30,1,0
15550,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,7,0
15551,Small,Department Store,Referral,UK,Self-Serve,250,30,1,0
15552,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,6,0
15553,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,1,0
15554,Small,Gift Shop,Referral,UK,Self-Serve,500,30,4,0
15555,Large,Online Retailer,Direct Sales,UK,Oliver Walsh,10000,60,15,1
15556,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,3,0
15557,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,4,0
15561,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,8,0
15562,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,60,3,0
15563,Medium,Homeware Retail,Online Enquiry,UK,Mohammed Al-Rashid,2250,30,13,0
15565,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,2,0
15567,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,4,0
15568,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,60,6,0
15569,Medium,Online Retailer,Referral,UK,Mohammed Al-Rashid,3000,60,5,0
15570,Large,Homeware Retail,Referral,UK,Sarah Bennett,10000,60,8,1
15571,Small,Department Store,Online Enquiry,UK,Self-Serve,250,60,6,0
15572,Medium,Online Retailer,Online Enquiry,UK,Priya Kapoor,3250,60,16,0
15573,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,5,0
15574,Small,Department Store,Trade Show,UK,Self-Serve,250,30,4,0
15576,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,5,0
15577,Small,Online Retailer,Referral,UK,Self-Serve,250,60,5,0
15578,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,6,0
15579,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,1,0
15581,Large,Market Trader,Direct Sales,UK,Mohammed Al-Rashid,10000,60,9,1
15582,Small,Homeware Retail,Trade Show,UK,Self-Serve,500,30,2,0
15584,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,5,0
15585,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,6,0
15587,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,90,7,0
15589,Small,Florist,Cold Outreach,UK,Self-Serve,500,30,6,0
15592,Small,Homeware Retail,Trade Show,UK,Self-Serve,500,30,1,0
15593,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,9,0
15594,Medium,Online Retailer,Direct Sales,UK,Sarah Bennett,2750,30,16,0
15596,Medium,Homeware Retail,Online Enquiry,UK,Priya Kapoor,2750,30,4,0
15597,Small,Online Retailer,Trade Show,UK,Self-Serve,500,30,6,0
15598,Small,Department Store,Online Enquiry,UK,Self-Serve,250,30,3,0
15599,Small,Department Store,Trade Show,UK,Self-Serve,250,30,5,0
15601,Large,Homeware Retail,Cold Outreach,UK,James Thornton,10750,60,26,1
15602,Medium,Gift Shop,Referral,UK,Priya Kapoor,1750,60,21,0
15603,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,30,7,0
15604,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,6,0
15605,Medium,Florist,Cold Outreach,UK,Mohammed Al-Rashid,750,60,8,0
15606,Medium,Homeware Retail,Direct Sales,UK,Sarah Bennett,2000,60,11,0
15607,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,9,0
15608,Medium,Gift Shop,Online Enquiry,UK,Priya Kapoor,1250,60,10,0
15609,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,90,2,0
15610,Small,Online Retailer,Trade Show,UK,Self-Serve,500,30,1,0
15611,Medium,Homeware Retail,Trade Show,UK,Mohammed Al-Rashid,1750,30,13,0
15612,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,6,0
15615,Large,Homeware Retail,Trade Show,UK,Oliver Walsh,10000,30,13,1
15618,Small,Homeware Retail,Direct Sales,UK,Self-Serve,250,30,8,0
15619,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,4,0
15620,Medium,Online Retailer,Referral,UK,Priya Kapoor,750,90,9,0
15621,Medium,Homeware Retail,Direct Sales,UK,Oliver Walsh,2250,90,10,0
15622,Large,Gift Shop,Cold Outreach,UK,Emily Hartley,10000,60,15,1
15623,Small,Other,Referral,UK,Self-Serve,250,30,6,0
15624,Small,Homeware Retail,Trade Show,UK,Self-Serve,250,30,8,0
15625,Medium,Department Store,Cold Outreach,UK,James Thornton,2500,60,4,0
15626,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,6,0
15628,Medium,Homeware Retail,Direct Sales,UK,Emily Hartley,1750,30,11,0
15630,Medium,Gift Shop,Online Enquiry,UK,Sarah Bennett,1000,60,11,0
15632,Medium,Online Retailer,Direct Sales,UK,Priya Kapoor,1750,60,14,0
15634,Small,Other,Trade Show,UK,Self-Serve,250,30,5,0
15636,Small,Homeware Retail,Trade Show,UK,Self-Serve,500,60,6,0
15637,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,60,7,0
15639,Small,Gift Shop,Cold Outreach,UK,Self-Serve,750,30,3,0
15640,Large,Homeware Retail,Direct Sales,UK,Emily Hartley,10000,60,20,1
15641,Medium,Gift Shop,Cold Outreach,UK,Mohammed Al-Rashid,1250,90,9,0
15643,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,5,0
15644,Small,Department Store,Online Enquiry,UK,Self-Serve,250,30,4,0
15645,Small,Homeware Retail,Direct Sales,UK,Self-Serve,250,30,6,0
15646,Small,Homeware Retail,Direct Sales,UK,Self-Serve,500,60,5,0
15648,Small,Florist,Online Enquiry,UK,Self-Serve,250,30,6,0
15649,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,5,0
15651,Small,Other,Cold Outreach,UK,Self-Serve,250,90,1,0
15652,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,1000,30,5,0
15653,Small,Florist,Online Enquiry,UK,Self-Serve,250,60,5,0
15654,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,6,0
15655,Small,Market Trader,Online Enquiry,UK,Self-Serve,750,30,3,0
15656,Small,Other,Direct Sales,UK,Self-Serve,500,30,1,0
15657,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,7,0
15658,Medium,Other,Online Enquiry,UK,Emily Hartley,1250,60,9,0
15659,Small,Homeware Retail,Direct Sales,UK,Self-Serve,500,60,6,0
15660,Medium,Homeware Retail,Direct Sales,UK,Sarah Bennett,1750,30,9,0
15661,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,60,5,0
15663,Small,Online Retailer,Referral,UK,Self-Serve,750,30,4,0
15664,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,2,0
15665,Medium,Online Retailer,Cold Outreach,UK,Mohammed Al-Rashid,3000,30,12,0
15667,Small,Online Retailer,Trade Show,UK,Self-Serve,750,30,3,0
15668,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,5,0
15669,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,60,6,0
15670,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,3,0
15671,Medium,Homeware Retail,Direct Sales,UK,Mohammed Al-Rashid,500,30,4,0
15673,Medium,Gift Shop,Online Enquiry,UK,James Thornton,1500,60,22,0
15674,Medium,Gift Shop,Referral,UK,Priya Kapoor,2250,30,7,0
15675,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,7,0
15676,Medium,Homeware Retail,Referral,UK,Emily Hartley,1750,60,20,0
15677,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,30,7,0
15678,Small,Other,Online Enquiry,UK,Self-Serve,500,30,4,0
15679,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,5,0
15680,Medium,Homeware Retail,Direct Sales,UK,Priya Kapoor,2500,60,6,0
15681,Medium,Online Retailer,Direct Sales,UK,Oliver Walsh,2000,60,14,0
15683,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,90,7,0
15687,Medium,Homeware Retail,Direct Sales,UK,Oliver Walsh,2250,30,7,0
15689,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,2,0
15690,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,1,0
15691,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,500,90,8,0
15692,Small,Other,Trade Show,UK,Self-Serve,250,30,5,0
15694,Large,Florist,Direct Sales,UK,Emily Hartley,11000,60,20,1
15695,Small,Online Retailer,Trade Show,UK,Self-Serve,250,30,3,0
15696,Medium,Online Retailer,Trade Show,UK,Sarah Bennett,2250,60,3,0
15699,Small,Online Retailer,Online Enquiry,UK,Self-Serve,750,30,8,0
15700,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,5,0
15701,Medium,Homeware Retail,Direct Sales,UK,Mohammed Al-Rashid,1250,60,15,0
15703,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,4,0
15704,Medium,Homeware Retail,Online Enquiry,UK,Priya Kapoor,2000,30,9,0
15705,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,7,0
15706,Medium,Gift Shop,Direct Sales,UK,Emily Hartley,2250,30,14,0
15707,Medium,Other,Direct Sales,UK,Mohammed Al-Rashid,2500,90,14,0
15708,Medium,Florist,Referral,UK,Sarah Bennett,2250,60,9,0
15709,Small,Department Store,Trade Show,UK,Self-Serve,250,60,7,0
15712,Medium,Online Retailer,Trade Show,UK,Emily Hartley,2750,30,16,0
15713,Small,Market Trader,Cold Outreach,UK,Self-Serve,500,60,5,0
15714,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,3,0
15716,Medium,Market Trader,Trade Show,UK,Priya Kapoor,2250,60,17,0
15717,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,3,0
15719,Large,Market Trader,Referral,UK,Mohammed Al-Rashid,13000,90,23,1
15720,Small,Gift Shop,Cold Outreach,UK,Self-Serve,750,30,5,0
15721,Small,Market Trader,Referral,UK,Self-Serve,250,30,1,0
15722,Medium,Other,Direct Sales,UK,Priya Kapoor,2750,30,16,0
15723,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,1,0
15724,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,250,30,1,0
15725,Small,Other,Cold Outreach,UK,Self-Serve,250,30,7,0
15727,Large,Homeware Retail,Trade Show,UK,James Thornton,10000,60,22,1
15729,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,3,0
15730,Medium,Online Retailer,Trade Show,UK,Emily Hartley,1500,60,11,0
15732,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,1,0
15733,Small,Homeware Retail,Referral,UK,Self-Serve,250,30,7,0
15734,Medium,Gift Shop,Direct Sales,UK,Priya Kapoor,1500,60,11,0
15737,Medium,Market Trader,Cold Outreach,UK,Mohammed Al-Rashid,2000,60,10,0
15738,Large,Homeware Retail,Trade Show,UK,Sarah Bennett,10000,60,18,1
15739,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,60,6,0
15740,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,5,0
15743,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,1,0
15744,Small,Market Trader,Direct Sales,UK,Self-Serve,500,90,12,0
15745,Medium,Other,Direct Sales,UK,James Thornton,2000,90,16,0
15746,Small,Homeware Retail,Referral,UK,Self-Serve,500,30,1,0
15747,Medium,Market Trader,Trade Show,UK,Oliver Walsh,3000,30,8,0
15748,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,30,4,0
15749,Large,Online Retailer,Referral,UK,Mohammed Al-Rashid,10000,30,27,1
15750,Medium,Other,Trade Show,UK,Sarah Bennett,2500,30,1,0
15752,Medium,Gift Shop,Trade Show,UK,Priya Kapoor,2250,30,8,0
15753,Small,Gift Shop,Trade Show,UK,Self-Serve,250,60,1,0
15754,Small,Market Trader,Cold Outreach,UK,Self-Serve,750,60,4,0
15755,Medium,Homeware Retail,Trade Show,UK,Mohammed Al-Rashid,1750,60,8,0
15756,Small,Market Trader,Online Enquiry,UK,Self-Serve,500,30,5,0
15757,Small,Florist,Online Enquiry,UK,Self-Serve,500,30,3,0
15758,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,3,0
15759,Small,Florist,Trade Show,UK,Self-Serve,500,30,7,0
15762,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,750,30,6,0
15763,Medium,Online Retailer,Cold Outreach,UK,James Thornton,2250,30,13,0
15764,Medium,Online Retailer,Cold Outreach,UK,Priya Kapoor,2000,60,9,0
15766,Small,Florist,Cold Outreach,UK,Self-Serve,250,30,3,0
15768,Small,Gift Shop,Trade Show,UK,Self-Serve,500,30,5,0
15769,Large,Homeware Retail,Trade Show,UK,James Thornton,12000,30,22,1
15773,Small,Department Store,Referral,UK,Self-Serve,500,30,1,0
15774,Small,Department Store,Online Enquiry,UK,Self-Serve,250,60,6,0
15775,Small,Department Store,Cold Outreach,UK,Self-Serve,500,30,6,0
15776,Small,Gift Shop,Referral,UK,Self-Serve,500,30,5,0
15777,Medium,Homeware Retail,Trade Show,UK,Oliver Walsh,1000,60,9,0
15780,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,1,0
15781,Small,Market Trader,Cold Outreach,UK,Self-Serve,250,90,4,0
15782,Medium,Gift Shop,Trade Show,UK,Priya Kapoor,2250,60,19,0
15783,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,5,0
15785,Medium,Other,Direct Sales,UK,Mohammed Al-Rashid,2500,30,8,0
15786,Large,Gift Shop,Direct Sales,UK,Sarah Bennett,10000,60,18,1
15787,Medium,Other,Trade Show,UK,James Thornton,2000,30,12,0
15789,Small,Online Retailer,Online Enquiry,UK,Self-Serve,750,30,7,0
15790,Small,Market Trader,Cold Outreach,UK,Self-Serve,750,30,4,0
15791,Medium,Homeware Retail,Online Enquiry,UK,Mohammed Al-Rashid,1750,90,12,0
15793,Medium,Gift Shop,Trade Show,UK,James Thornton,2000,60,18,0
15795,Small,Department Store,Referral,UK,Self-Serve,500,30,8,0
15796,Medium,Market Trader,Direct Sales,UK,Emily Hartley,750,60,22,0
15797,Medium,Department Store,Referral,UK,Mohammed Al-Rashid,1500,30,7,0
15799,Small,Gift Shop,Online Enquiry,UK,Self-Serve,750,30,10,0
15800,Small,Department Store,Direct Sales,UK,Self-Serve,500,30,3,0
15801,Medium,Market Trader,Trade Show,UK,Oliver Walsh,2250,60,12,0
15802,Small,Online Retailer,Cold Outreach,UK,Self-Serve,250,30,7,0
15803,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,3,0
15804,Large,Market Trader,Online Enquiry,UK,Sarah Bennett,10000,90,19,1
15805,Large,Online Retailer,Trade Show,UK,James Thornton,10750,60,25,1
15806,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,3,0
15807,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,10,0
15808,Large,Gift Shop,Referral,UK,Emily Hartley,10000,90,7,1
15809,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,500,30,11,0
15810,Medium,Homeware Retail,Trade Show,UK,Sarah Bennett,1500,60,15,0
15811,Medium,Gift Shop,Direct Sales,UK,James Thornton,2000,30,10,0
15812,Medium,Homeware Retail,Trade Show,UK,Priya Kapoor,1750,60,8,0
15813,Medium,Gift Shop,Online Enquiry,UK,Oliver Walsh,1000,30,7,0
15814,Medium,Market Trader,Direct Sales,UK,Emily Hartley,750,60,9,0
15815,Medium,Other,Cold Outreach,UK,Mohammed Al-Rashid,1000,30,10,0
15819,Medium,Gift Shop,Cold Outreach,UK,Oliver Walsh,1250,30,16,0
15820,Small,Other,Online Enquiry,UK,Self-Serve,500,30,11,0
15821,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,6,0
15822,Small,Homeware Retail,Cold Outreach,UK,Self-Serve,750,30,2,0
15823,Small,Gift Shop,Cold Outreach,UK,Self-Serve,500,60,3,0
15825,Small,Online Retailer,Trade Show,UK,Self-Serve,500,90,4,0
15826,Medium,Market Trader,Direct Sales,UK,Emily Hartley,1750,60,5,0
15827,Medium,Department Store,Direct Sales,UK,Mohammed Al-Rashid,3000,30,4,0
15829,Small,Gift Shop,Online Enquiry,UK,Self-Serve,250,30,11,0
15830,Small,Gift Shop,Direct Sales,UK,Self-Serve,250,30,6,0
15831,Small,Homeware Retail,Trade Show,UK,Self-Serve,500,30,3,0
15832,Small,Homeware Retail,Referral,UK,Self-Serve,500,60,7,0
15834,Medium,Gift Shop,Direct Sales,UK,Sarah Bennett,2500,90,4,0
15835,Medium,Homeware Retail,Trade Show,UK,James Thornton,1500,90,5,0
15836,Small,Market Trader,Online Enquiry,UK,Self-Serve,250,30,3,0
15837,Small,Florist,Cold Outreach,UK,Self-Serve,500,30,10,0
15838,Large,Homeware Retail,Referral,UK,Emily Hartley,12000,60,16,1
15839,Medium,Florist,Direct Sales,UK,Mohammed Al-Rashid,1500,30,1,0
15840,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,9,0
15841,Medium,Homeware Retail,Cold Outreach,UK,James Thornton,1750,30,8,0
15843,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,1,0
15844,Small,Online Retailer,Online Enquiry,UK,Self-Serve,750,30,4,0
15845,Large,Other,Trade Show,UK,Mohammed Al-Rashid,10000,90,22,1
15847,Small,Online Retailer,Direct Sales,UK,Self-Serve,250,60,6,0
15850,Small,Homeware Retail,Online Enquiry,UK,Self-Serve,250,30,10,0
15852,Small,Online Retailer,Cold Outreach,UK,Self-Serve,750,30,2,0
15853,Small,Gift Shop,Referral,UK,Self-Serve,250,30,5,0
15854,Medium,Florist,Direct Sales,UK,Priya Kapoor,1250,60,7,0
15855,Small,Online Retailer,Cold Outreach,UK,Self-Serve,500,30,1,0
15856,Large,Homeware Retail,Trade Show,UK,Emily Hartley,10000,30,25,1
15857,Small,Online Retailer,Online Enquiry,UK,Self-Serve,250,30,6,0
15858,Medium,Online Retailer,Online Enquiry,UK,Sarah Bennett,1250,60,11,0
15860,Medium,Gift Shop,Online Enquiry,UK,Priya Kapoor,3250,60,12,0
15861,Medium,Department Store,Trade Show,UK,Oliver Walsh,2250,90,7,0
15862,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,2,0
15863,Small,Department Store,Referral,UK,Self-Serve,250,30,5,0
15864,Medium,Market Trader,Online Enquiry,UK,Sarah Bennett,2000,60,16,0
15865,Small,Market Trader,Referral,UK,Self-Serve,500,30,10,0
15866,Small,Online Retailer,Online Enquiry,UK,Self-Serve,500,30,7,0
15867,Large,Online Retailer,Trade Show,UK,Oliver Walsh,10250,90,18,1
15869,Small,Gift Shop,Online Enquiry,UK,Self-Serve,500,30,6,0
15870,Small,Market Trader,Direct Sales,UK,Self-Serve,500,60,5,0
15872,Small,Gift Shop,Cold Outreach,UK,Self-Serve,250,30,2,0
